severity,disease,filename,filepath,width,height,format,mode
Sedang,Warts Molluscum and other Viral Infections,t-warts-common-115.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-common-115.jpg,720,490,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-zoster-95.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-zoster-95.jpg,472,720,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0056027.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0056027.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0055755.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0055755.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-cylindroma-1.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-cylindroma-1.jpg,720,483,JPEG,RGB
Ringan,Atopic Dermatitis,t-05SexLinkIchthosis0328051.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\t-05SexLinkIchthosis0328051.jpg,720,480,JPEG,RGB
Ringan,Atopic Dermatitis,1_70.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\1_70.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_6827929.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6827929.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7589484.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7589484.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-digitate-16.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-digitate-16.jpg,720,480,JPEG,RGB
Sedang,Melasma,levle2_131_jpg.rf.e177a4cfd10dbea02a58d11259474f16.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle2_131_jpg.rf.e177a4cfd10dbea02a58d11259474f16.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0070907.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0070907.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6874100.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6874100.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6806124.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6806124.jpg,512,512,JPEG,RGB
Sedang,Melasma,images-11-_jpeg.rf.d94ebb2c07e452c40c4f35117c2e1c58.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\images-11-_jpeg.rf.d94ebb2c07e452c40c4f35117c2e1c58.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7321132.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7321132.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-skin-tags-polyps-70.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-skin-tags-polyps-70.jpg,720,472,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0069885.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0069885.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-skin-tags-polyps-81.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-skin-tags-polyps-81.jpg,720,473,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0069712.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0069712.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6909749.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6909749.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7194377.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7194377.jpg,512,512,JPEG,RGB
Sedang,Melasma,368_jpg.rf.4b5278fd4f5e59bb7f960c6e13f3aefe.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\368_jpg.rf.4b5278fd4f5e59bb7f960c6e13f3aefe.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0031200.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0031200.jpg,600,450,JPEG,RGB
Normal,healthy skin,Normal246_jpg.rf.e2306948d47802cc54dd7d741855ad95.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal246_jpg.rf.e2306948d47802cc54dd7d741855ad95.jpg,512,512,JPEG,RGB
Sedang,Melasma,25fe82b3-32bf-4e56-9754-cf578c57aab1_jpg.rf.4a7f6719978a6a969ae140f4bcc5aab3.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\25fe82b3-32bf-4e56-9754-cf578c57aab1_jpg.rf.4a7f6719978a6a969ae140f4bcc5aab3.jpg,512,512,JPEG,RGB
Sedang,Melasma,07617_png_jpg.rf.8c4d9d8f267b73c6d59ad723b1a6b0b9.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\07617_png_jpg.rf.8c4d9d8f267b73c6d59ad723b1a6b0b9.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0054343.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0054343.jpg,1024,1024,JPEG,RGB
Sedang,Melasma,levle1_26_jpg.rf.87c4496bd954ed3ac51a4a7f00350f18.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_26_jpg.rf.87c4496bd954ed3ac51a4a7f00350f18.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal80_jpg.rf.a1d2ff093ce6e55605125c2126d1bd2e.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal80_jpg.rf.a1d2ff093ce6e55605125c2126d1bd2e.jpg,512,512,JPEG,RGB
Sedang,Melasma,levle2_137_jpg.rf.364230df9f634b4e737b79f1140b4f28.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle2_137_jpg.rf.364230df9f634b4e737b79f1140b4f28.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-type-1-primary-22.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-type-1-primary-22.jpg,467,720,JPEG,RGB
Sedang,Melasma,melasma21_jpg.rf.b2ce210c2a66985e1a53519ed275d815.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\melasma21_jpg.rf.b2ce210c2a66985e1a53519ed275d815.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-pityriasis-rosea-98.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-pityriasis-rosea-98.jpg,471,720,JPEG,RGB
Terparah,Melanoma,ISIC_7419281.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7419281.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0059854.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0059854.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-psoriasis-scalp-36.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-psoriasis-scalp-36.jpg,720,479,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Lichen-Planus-Oral-19.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Lichen-Planus-Oral-19.jpg,720,475,JPEG,RGB
Terparah,Melanoma,ISIC_6817405.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6817405.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0069663.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0069663.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-pityriasis-rosea-87.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-pityriasis-rosea-87.jpg,720,496,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,1_32.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\1_32.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_6996606.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6996606.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0060533.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0060533.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0061226.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0061226.jpg,1024,1024,JPEG,RGB
Ringan,Atopic Dermatitis,1_52.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\1_52.jpg,294,222,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-nails-21.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-nails-21.jpg,720,479,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-seborrheic-keratoses-ruff-8.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-seborrheic-keratoses-ruff-8.jpg,720,613,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0058711.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0058711.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-seborrheic-keratoses-smooth-113.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-seborrheic-keratoses-smooth-113.jpg,720,478,JPEG,RGB
Ringan,Atopic Dermatitis,t-05atopic0327061.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\t-05atopic0327061.jpg,720,480,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-keratoacanthoma-189.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-keratoacanthoma-189.jpg,720,480,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-lichen-planus-108.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-lichen-planus-108.jpg,720,478,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-psoriasis-palms-soles-118.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-psoriasis-palms-soles-118.jpg,720,480,JPEG,RGB
Sedang,Melasma,levle0_504_jpg.rf.f79e9d051db7413162e7f35f863fa48b.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_504_jpg.rf.f79e9d051db7413162e7f35f863fa48b.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0029527.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0029527.jpg,600,450,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,6_216.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\6_216.jpg,294,222,JPEG,RGB
Normal,healthy skin,normal190.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal190.png,224,224,PNG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-pilar-cyst-29.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-pilar-cyst-29.jpg,720,480,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0032099.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0032099.jpg,600,450,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0056840.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0056840.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0028628.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0028628.jpg,600,450,JPEG,RGB
Terparah,Melanoma,ISIC_7160082.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7160082.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0069284.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0069284.jpg,1024,1024,JPEG,RGB
Ringan,Eczema,t-eczema-asteatotic-46.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-asteatotic-46.jpg,720,477,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-simplex-47.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-simplex-47.jpg,720,469,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0071225.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0071225.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,flip-0acquired-dermal-macular-hyperpigmentation-004__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\flip-0acquired-dermal-macular-hyperpigmentation-004__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7391200.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7391200.jpg,512,512,JPEG,RGB
Ringan,Eczema,t-pompholyx-38.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-pompholyx-38.jpg,720,464,JPEG,RGB
Terparah,Melanoma,ISIC_7571957.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7571957.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0056585.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0056585.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0032834.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0032834.jpg,600,450,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065721.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065721.jpg,1024,1024,JPEG,RGB
Normal,healthy skin,Normal265_jpg.rf.eecdf8df3a246a4560eca6a1c7bd7a86.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal265_jpg.rf.eecdf8df3a246a4560eca6a1c7bd7a86.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,flip-1acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\flip-1acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-cutaneous-79.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-cutaneous-79.jpg,720,491,JPEG,RGB
Terparah,Melanoma,ISIC_7583134.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7583134.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6981054.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6981054.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0061696.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0061696.jpg,1024,1024,JPEG,RGB
Ringan,Eczema,t-eczema-hyperkeratotic-2.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-hyperkeratotic-2.jpg,477,720,JPEG,RGB
Normal,healthy skin,Normal228_jpg.rf.5d2669053da7389ed3356c1ac0a7e892.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal228_jpg.rf.5d2669053da7389ed3356c1ac0a7e892.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0029683.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0029683.jpg,600,450,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0028309.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0028309.jpg,600,450,JPEG,RGB
Ringan,Eczema,t-eczema-subacute-104.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-subacute-104.jpg,477,720,JPEG,RGB
Sedang,Melasma,93_jpg.rf.032af25a506c7b839e53e47c737baae4.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\93_jpg.rf.032af25a506c7b839e53e47c737baae4.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7336190.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7336190.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0067076.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0067076.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7188164.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7188164.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0067163.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0067163.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0031707.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0031707.jpg,600,450,JPEG,RGB
Ringan,hyperpigmentation,hue-50acquired-dermal-macular-hyperpigmentation-020__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\hue-50acquired-dermal-macular-hyperpigmentation-020__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Ringan,hyperpigmentation,superpixels-50acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\superpixels-50acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Normal,healthy skin,normal256.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal256.png,224,224,PNG,RGB
Normal,healthy skin,Normal121_jpg.rf.09a6faa517bdaa79c6515f3e0ea0185e.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal121_jpg.rf.09a6faa517bdaa79c6515f3e0ea0185e.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7352625.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7352625.jpg,512,512,JPEG,RGB
Ringan,Eczema,v-eczema-hand-107.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\v-eczema-hand-107.jpg,720,472,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0061157.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0061157.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-keloids-27.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-keloids-27.jpg,720,488,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0029032.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0029032.jpg,600,450,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-leiomyomata-6.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-leiomyomata-6.jpg,720,484,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-lichen-planus-189.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-lichen-planus-189.jpg,720,479,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,10_22.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\10_22.jpg,294,222,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0055583.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0055583.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6920867.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6920867.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6993690.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6993690.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0066544.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0066544.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,4_27.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\4_27.jpg,294,222,JPEG,RGB
Normal,healthy skin,Normal134_jpg.rf.089b82810c3cbfff6a99149959102377.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal134_jpg.rf.089b82810c3cbfff6a99149959102377.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-sebaceous-hyperplasia-22.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-sebaceous-hyperplasia-22.jpg,720,484,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-molluscum-contagiosum-33.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-molluscum-contagiosum-33.jpg,720,472,JPEG,RGB
Ringan,Eczema,1_1.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\1_1.jpg,294,222,JPEG,RGB
Sedang,Melasma,levle1_192_jpg.rf.4c76740d29cdfdcb42d7b426c566069f.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_192_jpg.rf.4c76740d29cdfdcb42d7b426c566069f.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0033366.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0033366.jpg,600,450,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0056810.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0056810.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-Guttate-16.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-Guttate-16.jpg,480,720,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-digitate-10.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-digitate-10.jpg,720,472,JPEG,RGB
Normal,healthy skin,normal16.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal16.png,224,224,PNG,RGB
Terparah,Melanoma,ISIC_7330573.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7330573.jpg,512,512,JPEG,RGB
